Keller LEX1 pressure data
Date	Time	Pressure (mBar)
03/04/2014	12:04:58	619.5849
03/04/2014	12:05:00	619.0735
03/04/2014	12:05:01	618.3702
03/04/2014	12:05:02	617.7949
03/04/2014	12:05:03	617.5574
03/04/2014	12:05:04	616.8541
03/04/2014	12:05:05	616.2786
03/04/2014	12:05:06	615.7672
03/04/2014	12:05:07	615.4475
03/04/2014	12:05:08	614.7260
03/04/2014	12:05:09	614.0226
03/04/2014	12:05:10	613.8948
03/04/2014	12:05:11	NaN
03/04/2014	12:05:12	612.8719
03/04/2014	12:05:13	612.2325
03/04/2014	12:05:14	611.4655
03/04/2014	12:05:15	611.1458
03/04/2014	12:05:16	610.8900
03/04/2014	12:05:17	610.3785
03/04/2014	12:05:18	609.5655
03/04/2014	12:05:19	609.3098
03/04/2014	12:05:20	608.4786
03/04/2014	12:05:21	608.2228
03/04/2014	12:05:22	607.4557
03/04/2014	12:05:23	NaN
03/04/2014	12:05:24	606.8164
03/04/2014	12:05:25	605.9213
03/04/2014	12:05:26	605.7935
03/04/2014	12:05:27	605.2181
03/04/2014	12:05:28	604.6448
03/04/2014	12:05:29	603.9416
03/04/2014	12:05:30	603.5580
03/04/2014	12:05:31	603.2383
03/04/2014	12:05:32	602.3433
03/04/2014	12:05:33	601.9597
03/04/2014	12:05:34	601.5761
03/04/2014	12:05:35	600.8727
03/04/2014	12:05:36	600.4893
03/04/2014	12:05:37	600.2336
03/04/2014	12:05:38	599.2747
03/04/2014	12:05:39	599.0189
03/04/2014	12:05:40	598.3795
03/04/2014	12:05:41	597.8042
03/04/2014	12:05:42	597.4845
03/04/2014	12:05:43	597.1823
03/04/2014	12:05:44	596.4791
03/04/2014	12:05:45	595.7119
03/04/2014	12:05:46	595.3922
03/04/2014	12:05:47	595.2643
03/04/2014	12:05:48	594.6715
03/04/2014	12:05:49	594.0962
03/04/2014	12:05:50	593.4568
03/04/2014	12:05:51	592.8815
03/04/2014	12:05:52	592.7537
03/04/2014	12:05:53	592.3234
03/04/2014	12:05:54	591.3006
03/04/2014	12:05:55	591.3006
03/04/2014	12:05:56	590.4056
03/04/2014	12:05:57	590.2137
03/04/2014	12:05:58	589.3187
03/04/2014	12:05:59	588.9990
03/04/2014	12:06:00	588.4876
03/04/2014	12:06:01	587.9761
03/04/2014	12:06:02	587.5287
03/04/2014	12:06:03	587.0832
03/04/2014	12:06:04	586.6358
03/04/2014	12:06:05	586.2522
03/04/2014	12:06:06	585.5491
03/04/2014	12:06:07	585.0377
03/04/2014	12:06:08	584.4623
03/04/2014	12:06:09	583.9508
03/04/2014	12:06:10	583.5672
03/04/2014	12:06:11	583.1198
03/04/2014	12:06:12	582.4803
03/04/2014	12:06:13	582.1140
03/04/2014	12:06:14	581.7944
03/04/2014	12:06:15	580.9633
03/04/2014	12:06:16	580.8354
03/04/2014	12:06:17	580.4518
03/04/2014	12:06:18	579.8126
03/04/2014	12:06:19	579.1093
03/04/2014	12:06:20	578.7258
03/04/2014	12:06:21	578.4700
03/04/2014	12:06:22	577.8947
03/04/2014	12:06:23	577.2555
03/04/2014	12:06:24	576.8719
03/04/2014	12:06:25	576.1047
03/04/2014	12:06:26	575.8489
03/04/2014	12:06:27	575.5933
03/04/2014	12:06:28	574.6983
03/04/2014	12:06:30	573.8672
03/04/2014	12:06:31	573.2917
03/04/2014	12:06:32	573.2279
03/04/2014	12:06:33	572.6693
03/04/2014	12:06:34	572.0301
03/04/2014	12:06:35	NaN
03/04/2014	12:06:36	570.9432
03/04/2014	12:06:37	570.6876
03/04/2014	12:06:38	570.1146
03/04/2014	12:06:39	569.3475
03/04/2014	12:06:40	569.1556
03/04/2014	12:06:41	568.6443
03/04/2014	12:06:42	568.1328
03/04/2014	12:06:43	567.9410
03/04/2014	12:06:44	567.3657
03/04/2014	12:06:45	566.9182
03/04/2014	12:06:46	566.2151
03/04/2014	12:06:47	565.8314
03/04/2014	12:06:48	565.2733
03/04/2014	12:06:49	564.9536
03/04/2014	12:06:50	564.2505
03/04/2014	12:06:51	564.0585
03/04/2014	12:06:52	563.4832
03/04/2014	12:06:53	562.9546
03/04/2014	12:06:54	562.3794
03/04/2014	12:06:55	561.8040
03/04/2014	12:06:56	561.3565
03/04/2014	12:06:57	561.1009
03/04/2014	12:06:58	560.8622
03/04/2014	12:06:59	559.9033
03/04/2014	12:07:00	559.5836
03/04/2014	12:07:01	559.3918
03/04/2014	12:07:02	558.8165
03/04/2014	12:07:03	558.5607
03/04/2014	12:07:04	558.0494
03/04/2014	12:07:05	557.2822
03/04/2014	12:07:06	556.9626
03/04/2014	12:07:07	556.3234
03/04/2014	12:07:08	555.7480
03/04/2014	12:07:09	555.3645
03/04/2014	12:07:10	555.1088
03/04/2014	12:07:11	554.5334
03/04/2014	12:07:12	554.1497
03/04/2014	12:07:13	553.7040
03/04/2014	12:07:14	553.1287
03/04/2014	12:07:15	552.5534
03/04/2014	12:07:16	552.0420
03/04/2014	12:07:17	551.7223
03/04/2014	12:07:18	551.1646
03/04/2014	12:07:19	550.8450
03/04/2014	12:07:20	550.3335
03/04/2014	12:07:21	549.8860
03/04/2014	12:07:22	549.3107
03/04/2014	12:07:23	548.9097
03/04/2014	12:07:24	548.3342
03/04/2014	12:07:25	547.6951
03/04/2014	12:07:26	547.8229
03/04/2014	12:07:27	547.4393
03/04/2014	12:07:28	546.4340
03/04/2014	12:07:29	546.3062
03/04/2014	12:07:30	545.7947
03/04/2014	12:07:31	545.3474
03/04/2014	12:07:32	544.8998
03/04/2014	12:07:33	544.1153
03/04/2014	12:07:34	543.9875
03/04/2014	12:07:35	543.3482
03/04/2014	12:07:36	543.2843
03/04/2014	12:07:37	NaN
03/04/2014	12:07:38	NaN
03/04/2014	12:07:39	NaN
03/04/2014	12:07:40	NaN
03/04/2014	12:07:41	NaN
03/04/2014	12:07:42	NaN
03/04/2014	12:07:43	NaN
03/04/2014	12:07:44	NaN
03/04/2014	12:07:45	NaN
03/04/2014	12:07:46	538.3156
03/04/2014	12:07:47	537.9958
03/04/2014	12:07:48	537.6307
03/04/2014	12:07:49	537.0554
03/04/2014	12:07:50	536.6079
03/04/2014	12:07:51	536.0965
03/04/2014	12:07:52	536.0325
03/04/2014	12:07:53	535.3768
03/04/2014	12:07:54	535.0571
03/04/2014	12:07:55	534.4180
03/04/2014	12:07:56	533.7787
03/04/2014	12:07:57	533.4590
03/04/2014	12:07:58	532.4363
03/04/2014	12:08:00	532.1168
03/04/2014	12:08:01	531.6693
03/04/2014	12:08:02	531.0938
03/04/2014	12:08:03	530.6630
03/04/2014	12:08:04	530.2155
03/04/2014	12:08:05	529.9597
03/04/2014	12:08:06	529.5762
03/04/2014	12:08:07	528.9370
03/04/2014	12:08:08	528.6173
03/04/2014	12:08:09	527.8503
03/04/2014	12:08:10	527.4667
03/04/2014	12:08:11	527.2110
03/04/2014	12:08:12	526.9553
03/04/2014	12:08:13	526.3161
03/04/2014	12:08:14	525.8687
03/04/2014	12:08:15	525.5490
03/04/2014	12:08:16	525.2933
03/04/2014	12:08:17	524.7180
03/04/2014	12:08:18	524.0788
03/04/2014	12:08:19	524.0149
03/04/2014	12:08:20	523.3116
03/04/2014	12:08:21	522.5447
03/04/2014	12:08:22	522.5447
03/04/2014	12:08:23	521.9229
03/04/2014	12:08:24	521.6673
03/04/2014	12:08:25	521.0920
03/04/2014	12:08:26	520.6445
03/04/2014	12:08:27	520.1331
03/04/2014	12:08:28	NaN
03/04/2014	12:08:29	519.1104
03/04/2014	12:08:30	518.8546
03/04/2014	12:08:31	518.4072
03/04/2014	12:08:32	518.2153
03/04/2014	12:08:33	517.4643
03/04/2014	12:08:34	517.0169
03/04/2014	12:08:35	516.6334
03/04/2014	12:08:36	516.3137
03/04/2014	12:08:37	516.1220
03/04/2014	12:08:38	515.2910
03/04/2014	12:08:39	515.0353
03/04/2014	12:08:40	514.2682
03/04/2014	12:08:41	514.1404
03/04/2014	12:08:42	513.5651
03/04/2014	12:08:43	513.2933
03/04/2014	12:08:44	512.9100
03/04/2014	12:08:45	512.3347
03/04/2014	12:08:46	512.1427
03/04/2014	12:08:47	511.5035
03/04/2014	12:08:48	511.2479
03/04/2014	12:08:49	510.9282
03/04/2014	12:08:50	510.1612
03/04/2014	12:08:51	509.8416
03/04/2014	12:08:52	509.3303
03/04/2014	12:08:53	508.8189
03/04/2014	12:08:54	508.6271
03/04/2014	12:08:55	507.8600
03/04/2014	12:08:56	507.8600
03/04/2014	12:08:57	507.2208
03/04/2014	12:08:58	506.9033
03/04/2014	12:08:59	505.9444
03/04/2014	12:09:00	506.1362
03/04/2014	12:09:01	505.5610
03/04/2014	12:09:02	505.1135
03/04/2014	12:09:03	504.7458
03/04/2014	12:09:04	504.2983
03/04/2014	12:09:05	503.7230
03/04/2014	12:09:06	503.4034
03/04/2014	12:09:07	502.7002
03/04/2014	12:09:08	502.4288
03/04/2014	12:09:09	501.7896
03/04/2014	12:09:10	501.7257
03/04/2014	12:09:11	501.0226
03/04/2014	12:09:12	500.8309
03/04/2014	12:09:13	500.4630
03/04/2014	12:09:14	499.9515
03/04/2014	12:09:15	499.3125
03/04/2014	12:09:16	499.3763
03/04/2014	12:09:17	498.6732
03/04/2014	12:09:18	498.2741
03/04/2014	12:09:19	497.6349
03/04/2014	12:09:20	497.3153
03/04/2014	12:09:21	496.7400
03/04/2014	12:09:22	496.4844
03/04/2014	12:09:23	496.2287
03/04/2014	12:09:24	495.7174
03/04/2014	12:09:25	495.3338
03/04/2014	12:09:26	494.4389
03/04/2014	12:09:27	494.3111
03/04/2014	12:09:28	493.6719
03/04/2014	12:09:30	493.0967
03/04/2014	12:09:31	492.9689
03/04/2014	12:09:32	492.5214
03/04/2014	12:09:33	491.8822
03/04/2014	12:09:34	491.6266
03/04/2014	12:09:35	491.1152
03/04/2014	12:09:36	490.7957
03/04/2014	12:09:37	489.9647
03/04/2014	12:09:38	489.7754
03/04/2014	12:09:39	489.4558
03/04/2014	12:09:40	489.1362
03/04/2014	12:09:41	488.1776
03/04/2014	12:09:42	488.3692
03/04/2014	12:09:43	487.4589
03/04/2014	12:09:44	487.5228
03/04/2014	12:09:45	486.9475
03/04/2014	12:09:46	486.9475
03/04/2014	12:09:47	486.1165
03/04/2014	12:09:48	485.4775
03/04/2014	12:09:49	485.5414
03/04/2014	12:09:50	484.5827
03/04/2014	12:09:51	NaN
03/04/2014	12:09:52	483.9435
03/04/2014	12:09:53	483.6878
03/04/2014	12:09:54	483.4961
03/04/2014	12:09:55	482.8569
03/04/2014	12:09:56	482.4097
03/04/2014	12:09:57	482.2817
03/04/2014	12:09:58	481.7066
03/04/2014	12:09:59	481.0675
03/04/2014	12:10:00	480.7478
03/04/2014	12:10:01	480.4283
03/04/2014	12:10:02	479.8531
03/04/2014	12:10:03	479.4695
03/04/2014	12:10:04	478.8943
03/04/2014	12:10:05	478.9582
03/04/2014	12:10:06	478.5109
03/04/2014	12:10:07	477.9356
03/04/2014	12:10:08	477.3453
03/04/2014	12:10:09	477.0898
03/04/2014	12:10:10	476.5785
03/04/2014	12:10:11	476.1312
03/04/2014	12:10:12	475.8115
03/04/2014	12:10:13	475.4429
03/04/2014	12:10:14	475.1235
03/04/2014	12:10:15	474.6761
03/04/2014	12:10:16	474.3565
03/04/2014	12:10:17	473.8452
03/04/2014	12:10:18	473.5128
03/04/2014	12:10:19	472.9378
03/04/2014	12:10:20	472.8098
03/04/2014	12:10:21	472.1709
03/04/2014	12:10:22	471.9790
03/04/2014	12:10:23	471.3399
03/04/2014	12:10:24	471.2760
03/04/2014	12:10:25	470.6369
03/04/2014	12:10:26	470.1896
03/04/2014	12:10:27	470.1896
03/04/2014	12:10:28	469.1669
03/04/2014	12:10:29	469.2735
03/04/2014	12:10:30	468.5280
03/04/2014	12:10:31	468.6983
03/04/2014	12:10:32	468.1443
03/04/2014	12:10:33	467.3775
03/04/2014	12:10:34	467.1219
03/04/2014	12:10:35	466.7384
03/04/2014	12:10:36	466.1632
03/04/2014	12:10:37	465.8436
03/04/2014	12:10:38	465.2531
03/04/2014	12:10:39	465.2531
03/04/2014	12:10:40	464.6778
03/04/2014	12:10:41	464.3583
03/04/2014	12:10:42	464.0387
03/04/2014	12:10:43	463.6554
03/04/2014	12:10:44	463.3359
03/04/2014	12:10:45	462.8246
03/04/2014	12:10:46	462.3772
03/04/2014	12:10:47	461.9938
03/04/2014	12:10:48	461.2907
03/04/2014	12:10:49	461.2907
03/04/2014	12:10:50	460.7155
03/04/2014	12:10:51	460.4600
03/04/2014	12:10:52	460.0766
03/04/2014	12:10:53	NaN
03/04/2014	12:10:54	459.1668
03/04/2014	12:10:55	458.9751
03/04/2014	12:10:56	458.4637
03/04/2014	12:10:57	457.8887
03/04/2014	12:10:58	457.0579
03/04/2014	12:11:00	456.8662
03/04/2014	12:11:01	456.2910
03/04/2014	12:11:02	455.7159
03/04/2014	12:11:03	455.7819
03/04/2014	12:11:04	455.1428
03/04/2014	12:11:05	454.9511
03/04/2014	12:11:06	454.3120
03/04/2014	12:11:07	454.1203
03/04/2014	12:11:08	453.8008
03/04/2014	12:11:09	453.5452
03/04/2014	12:11:10	453.0979
03/04/2014	12:11:11	452.5866
03/04/2014	12:11:12	452.3949
03/04/2014	12:11:13	451.8836
03/04/2014	12:11:14	NaN
03/04/2014	12:11:15	450.9890
03/04/2014	12:11:16	450.5417
03/04/2014	12:11:17	450.3500
03/04/2014	12:11:18	449.9665
03/04/2014	12:11:19	449.3914
03/04/2014	12:11:20	449.2636
03/04/2014	12:11:21	448.6247
03/04/2014	12:11:22	448.1773
03/04/2014	12:11:23	448.0352
03/04/2014	12:11:24	447.2683
03/04/2014	12:11:25	447.3961
03/04/2014	12:11:26	447.1405
03/04/2014	12:11:27	446.6292
03/04/2014	12:11:28	446.3098
03/04/2014	12:11:29	445.7346
03/04/2014	12:11:30	445.3512
03/04/2014	12:11:31	445.0317
03/04/2014	12:11:32	444.6483
03/04/2014	12:11:33	444.3141
03/04/2014	12:11:34	443.8669
03/04/2014	12:11:35	443.6752
03/04/2014	12:11:36	443.1000
03/04/2014	12:11:37	442.7805
03/04/2014	12:11:38	442.4610
03/04/2014	12:11:39	441.8219
03/04/2014	12:11:40	441.5024
03/04/2014	12:11:41	441.3109
03/04/2014	12:11:42	441.1831
03/04/2014	12:11:43	440.4181
03/04/2014	12:11:44	440.2902
03/04/2014	12:11:45	439.9068
03/04/2014	12:11:46	439.3956
03/04/2014	12:11:47	439.1400
03/04/2014	12:11:48	438.4372
03/04/2014	12:11:49	438.0538
03/04/2014	12:11:50	438.1177
03/04/2014	12:11:51	437.4786
03/04/2014	12:11:52	437.0952
03/04/2014	12:11:53	436.8256
03/04/2014	12:11:54	436.1866
03/04/2014	12:11:55	435.9311
03/04/2014	12:11:56	435.5477
03/04/2014	12:11:57	435.1642
03/04/2014	12:11:58	434.7808
03/04/2014	12:11:59	434.9299
03/04/2014	12:12:00	434.2058
03/04/2014	12:12:01	433.9503
03/04/2014	12:12:02	433.3112
03/04/2014	12:12:03	433.1974
03/04/2014	12:12:04	432.8778
03/04/2014	12:12:05	432.6223
03/04/2014	12:12:06	431.8556
03/04/2014	12:12:07	NaN
03/04/2014	12:12:08	431.2665
03/04/2014	12:12:09	431.2026
03/04/2014	12:12:10	430.4359
03/04/2014	12:12:11	430.1803
03/04/2014	12:12:12	429.4774
03/04/2014	12:12:13	429.3497
03/04/2014	12:12:14	428.9663
03/04/2014	12:12:15	428.7107
03/04/2014	12:12:16	428.3273
03/04/2014	12:12:17	428.1995
03/04/2014	12:12:18	427.5606
03/04/2014	12:12:19	427.3050
03/04/2014	12:12:20	426.9216
03/04/2014	12:12:21	426.5382
03/04/2014	12:12:22	426.1548
03/04/2014	12:12:23	425.6933
03/04/2014	12:12:24	425.1822
03/04/2014	12:12:25	424.7348
03/04/2014	12:12:26	424.9265
03/04/2014	12:12:27	424.4153
03/04/2014	12:12:28	423.3453
03/04/2014	12:12:30	423.4091
03/04/2014	12:12:31	422.7701
03/04/2014	12:12:32	422.3868
03/04/2014	12:12:33	422.1814
03/04/2014	12:12:34	421.7341
03/04/2014	12:12:35	421.5425
03/04/2014	12:12:36	NaN
03/04/2014	12:12:37	420.8395
03/04/2014	12:12:38	420.5338
03/04/2014	12:12:39	420.1506
03/04/2014	12:12:40	419.8310
03/04/2014	12:12:41	419.3837
03/04/2014	12:12:42	418.9366
03/04/2014	12:12:43	418.5394
03/04/2014	12:12:44	417.9006
03/04/2014	12:12:45	418.0923
03/04/2014	12:12:46	417.7728
03/04/2014	12:12:47	417.3255
03/04/2014	12:12:48	416.7504
03/04/2014	12:12:49	416.7504
03/04/2014	12:12:50	416.1116
03/04/2014	12:12:51	415.8560
03/04/2014	12:12:52	415.4087
03/04/2014	12:12:53	415.2664
03/04/2014	12:12:54	414.8191
03/04/2014	12:12:55	414.6274
03/04/2014	12:12:56	413.9246
03/04/2014	12:12:57	413.6051
03/04/2014	12:12:58	413.3003
03/04/2014	12:12:59	413.0447
03/04/2014	12:13:00	412.7252
03/04/2014	12:13:01	412.3419
03/04/2014	12:13:02	412.0862
03/04/2014	12:13:03	411.2412
03/04/2014	12:13:04	411.0495
03/04/2014	12:13:05	410.7940
03/04/2014	12:13:06	410.7940
03/04/2014	12:13:07	410.2828
03/04/2014	12:13:08	409.9140
03/04/2014	12:13:09	409.5306
03/04/2014	12:13:10	409.4028
03/04/2014	12:13:11	408.7001
03/04/2014	12:13:12	408.5084
03/04/2014	12:13:13	408.2543
03/04/2014	12:13:14	407.6154
03/04/2014	12:13:15	407.6154
03/04/2014	12:13:16	406.8487
03/04/2014	12:13:17	406.7848
03/04/2014	12:13:18	406.2737
03/04/2014	12:13:19	406.2098
03/04/2014	12:13:20	405.7626
03/04/2014	12:13:21	405.3792
03/04/2014	12:13:22	405.1876
03/04/2014	12:13:23	404.5986
03/04/2014	12:13:24	404.4708
03/04/2014	12:13:25	403.8320
03/04/2014	12:13:26	403.5125
03/04/2014	12:13:27	403.3847
03/04/2014	12:13:28	403.0653
03/04/2014	12:13:29	402.4904
03/04/2014	12:13:30	402.3626
03/04/2014	12:13:31	401.9153
03/04/2014	12:13:32	401.7875
03/04/2014	12:13:33	401.1626
03/04/2014	12:13:34	401.2265
03/04/2014	12:13:35	400.5236
03/04/2014	12:13:36	400.1402
03/04/2014	12:13:37	400.2680
03/04/2014	12:13:38	399.5014
03/04/2014	12:13:39	399.3097
03/04/2014	12:13:40	398.9902
03/04/2014	12:13:41	398.7985
03/04/2014	12:13:42	398.1597
03/04/2014	12:13:43	397.9542
03/04/2014	12:13:44	397.2514
03/04/2014	12:13:45	397.1237
03/04/2014	12:13:46	396.9320
03/04/2014	12:13:47	396.5487
03/04/2014	12:13:48	396.0514
03/04/2014	12:13:49	NaN
03/04/2014	12:13:50	395.6681
03/04/2014	12:13:51	395.1569
03/04/2014	12:13:52	395.0291
03/04/2014	12:13:53	394.4404
03/04/2014	12:13:54	394.1209
03/04/2014	12:13:55	393.9933
03/04/2014	12:13:56	393.6099
03/04/2014	12:13:57	393.1627
03/04/2014	12:13:58	392.4600
03/04/2014	12:14:00	392.0766
03/04/2014	12:14:01	391.9488
03/04/2014	12:14:02	391.5656
03/04/2014	12:14:03	391.1844
03/04/2014	12:14:04	390.6733
03/04/2014	12:14:05	390.6094
03/04/2014	12:14:06	390.4178
03/04/2014	12:14:07	390.0345
03/04/2014	12:14:08	389.3955
03/04/2014	12:14:09	389.4594
03/04/2014	12:14:10	389.0123
03/04/2014	12:14:11	388.5650
03/04/2014	12:14:12	388.3095
03/04/2014	12:14:13	387.8484
03/04/2014	12:14:14	387.7845
03/04/2014	12:14:15	387.3374
03/04/2014	12:14:16	386.6347
03/04/2014	12:14:17	386.4430
03/04/2014	12:14:18	386.2651
03/04/2014	12:14:19	385.9457
03/04/2014	12:14:20	385.7541
03/04/2014	12:14:21	385.3708
03/04/2014	12:14:22	384.9875
03/04/2014	12:14:23	384.7318
03/04/2014	12:14:24	384.3486
03/04/2014	12:14:25	383.9653
03/04/2014	12:14:26	383.6458
03/04/2014	12:14:27	383.6458
03/04/2014	12:14:28	383.0071
03/04/2014	12:14:29	382.7515
03/04/2014	12:14:30	382.3043
03/04/2014	12:14:31	382.0487
03/04/2014	12:14:32	381.8571
03/04/2014	12:14:33	381.4099
03/04/2014	12:14:34	NaN
03/04/2014	12:14:35	380.7711
03/04/2014	12:14:36	380.2599
03/04/2014	12:14:37	380.1960
03/04/2014	12:14:38	379.7620
03/04/2014	12:14:39	379.4426
03/04/2014	12:14:40	379.2509
03/04/2014	12:14:41	378.7398
03/04/2014	12:14:42	378.4843
03/04/2014	12:14:43	378.1518
03/04/2014	12:14:44	377.8962
03/04/2014	12:14:45	377.8324
03/04/2014	12:14:46	377.1935
03/04/2014	12:14:47	376.9380
03/04/2014	12:14:48	376.8232
03/04/2014	12:14:49	376.5039
03/04/2014	12:14:50	376.1845
03/04/2014	12:14:51	375.7372
03/04/2014	12:14:52	375.5456
03/04/2014	12:14:53	375.2915
03/04/2014	12:14:54	374.5887
03/04/2014	12:14:55	374.7165
03/04/2014	12:14:56	374.0775
03/04/2014	12:14:57	373.7582
03/04/2014	12:14:58	373.5666
03/04/2014	12:14:59	373.3110
03/04/2014	12:15:00	372.7360
03/04/2014	12:15:01	372.5444
03/04/2014	12:15:02	372.3527
03/04/2014	12:15:03	372.3399
03/04/2014	12:15:04	371.5734
03/04/2014	12:15:05	371.4456
03/04/2014	12:15:06	370.9984
03/04/2014	12:15:07	370.6152
03/04/2014	12:15:08	370.4235
03/04/2014	12:15:09	370.0401
03/04/2014	12:15:10	369.6569
03/04/2014	12:15:11	369.3375
03/04/2014	12:15:12	369.0819
03/04/2014	12:15:13	368.7752
03/04/2014	12:15:14	368.5836
03/04/2014	12:15:15	368.0726
03/04/2014	12:15:16	367.8170
03/04/2014	12:15:17	367.6254
03/04/2014	12:15:18	367.3571
03/04/2014	12:15:19	366.7184
03/04/2014	12:15:20	366.3351
03/04/2014	12:15:21	366.4628
03/04/2014	12:15:22	365.8239
03/04/2014	12:15:23	365.5046
03/04/2014	12:15:24	365.1213
03/04/2014	12:15:25	365.0574
03/04/2014	12:15:26	364.8657
03/04/2014	12:15:27	364.2908
03/04/2014	12:15:28	363.8562
03/04/2014	12:15:30	363.4091
03/04/2014	12:15:31	363.0258
03/04/2014	12:15:32	363.0897
03/04/2014	12:15:33	362.7703
03/04/2014	12:15:34	362.3869
03/04/2014	12:15:35	362.1953
03/04/2014	12:15:36	361.6843
03/04/2014	12:15:37	361.2372
03/04/2014	12:15:38	360.9176
03/04/2014	12:15:39	360.4704
03/04/2014	12:15:40	360.5343
03/04/2014	12:15:41	359.8317
03/04/2014	12:15:42	359.8317
03/04/2014	12:15:43	359.7060
03/04/2014	12:15:44	359.5143
03/04/2014	12:15:45	359.1311
03/04/2014	12:15:46	358.6839
03/04/2014	12:15:47	358.3005
03/04/2014	12:15:48	358.4283
03/04/2014	12:15:49	357.8534
03/04/2014	12:15:50	357.2146
03/04/2014	12:15:51	356.8312
03/04/2014	12:15:52	356.7035
03/04/2014	12:15:53	356.5758
03/04/2014	12:15:54	356.2563
03/04/2014	12:15:55	355.8730
03/04/2014	12:15:56	355.7453
03/04/2014	12:15:57	355.1703
03/04/2014	12:15:58	354.9271
03/04/2014	12:15:59	354.5439
03/04/2014	12:16:00	354.2883
03/04/2014	12:16:01	354.0967
03/04/2014	12:16:02	353.7133
03/04/2014	12:16:03	353.4578
03/04/2014	12:16:04	353.2023
03/04/2014	12:16:05	352.7551
03/04/2014	12:16:06	352.4356
03/04/2014	12:16:07	352.1802
03/04/2014	12:16:08	351.8485
03/04/2014	12:16:09	351.4653
03/04/2014	12:16:10	351.2737
03/04/2014	12:16:11	351.1459
03/04/2014	12:16:12	350.8266
03/04/2014	12:16:13	350.4554
03/04/2014	12:16:14	350.1360
03/04/2014	12:16:15	349.9443
03/04/2014	12:16:16	NaN
03/04/2014	12:16:17	349.3694
03/04/2014	12:16:18	348.7184
03/04/2014	12:16:19	348.7822
03/04/2014	12:16:20	348.3351
03/04/2014	12:16:21	348.3990
03/04/2014	12:16:22	347.8881
03/04/2014	12:16:23	347.3892
03/04/2014	12:16:24	347.1335
03/04/2014	12:16:25	347.0695
03/04/2014	12:16:26	346.8992
03/04/2014	12:16:27	346.2393
03/04/2014	12:16:28	346.1754
03/04/2014	12:16:29	345.9198
03/04/2014	12:16:30	345.4726
03/04/2014	12:16:31	345.2172
03/04/2014	12:16:32	344.8978
03/04/2014	12:16:33	344.5782
03/04/2014	12:16:34	344.5782
03/04/2014	12:16:35	344.0034
03/04/2014	12:16:36	343.8118
03/04/2014	12:16:37	343.3645
03/04/2014	12:16:38	343.3645
03/04/2014	12:16:39	342.8535
03/04/2014	12:16:40	342.5341
03/04/2014	12:16:41	342.0231
03/04/2014	12:16:42	341.9592
03/04/2014	12:16:43	341.8332
03/04/2014	12:16:44	341.6417
03/04/2014	12:16:45	341.2583
03/04/2014	12:16:46	340.6835
03/04/2014	12:16:47	340.4279
03/04/2014	12:16:48	340.2362
03/04/2014	12:16:49	340.1297
03/04/2014	12:16:50	339.7253
03/04/2014	12:16:51	339.6188
03/04/2014	12:16:52	338.8947
03/04/2014	12:16:53	338.8432
03/04/2014	12:16:54	338.4600
03/04/2014	12:16:55	338.4600
03/04/2014	12:16:56	338.0127
03/04/2014	12:16:57	337.6294
03/04/2014	12:16:58	337.2765
03/04/2014	12:17:00	336.9784
03/04/2014	12:17:01	336.5952
03/04/2014	12:17:02	336.0840
03/04/2014	12:17:03	335.5852
03/04/2014	12:17:04	336.0537
03/04/2014	12:17:05	335.5215
03/04/2014	12:17:06	335.0103
03/04/2014	12:17:07	334.8826
03/04/2014	12:17:08	334.3716
03/04/2014	12:17:09	334.4355
03/04/2014	12:17:10	333.7966
03/04/2014	12:17:11	334.0096
03/04/2014	12:17:12	333.6050
03/04/2014	12:17:13	333.3495
03/04/2014	12:17:14	332.7106
03/04/2014	12:17:15	332.4552
03/04/2014	12:17:16	332.5190
03/04/2014	12:17:17	332.1997
03/04/2014	12:17:18	331.9441
03/04/2014	12:17:19	331.5609
03/04/2014	12:17:20	331.1137
03/04/2014	12:17:21	331.2202
03/04/2014	12:17:22	330.5388
03/04/2014	12:17:23	330.3472
03/04/2014	12:17:24	NaN
03/04/2014	12:17:25	329.9000
03/04/2014	12:17:26	329.5167
03/04/2014	12:17:27	329.5167
03/04/2014	12:17:28	329.2097
03/04/2014	12:17:29	328.6987
03/04/2014	12:17:30	328.4431
03/04/2014	12:17:31	328.4005
03/04/2014	12:17:32	327.8682
03/04/2014	12:17:33	327.6127
03/04/2014	12:17:34	327.1017
03/04/2014	12:17:35	327.1017
03/04/2014	12:17:36	326.7184
03/04/2014	12:17:37	326.3990
03/04/2014	12:17:38	325.9534
03/04/2014	12:17:39	325.8257
03/04/2014	12:17:40	325.6978
03/04/2014	12:17:41	325.3784
03/04/2014	12:17:42	324.9951
03/04/2014	12:17:43	325.0165
03/04/2014	12:17:44	324.8035
03/04/2014	12:17:45	324.2286
03/04/2014	12:17:46	323.9091
03/04/2014	12:17:47	323.9091
03/04/2014	12:17:48	323.3344
03/04/2014	12:17:49	323.5259
03/04/2014	12:17:50	322.8871
03/04/2014	12:17:51	322.4400
03/04/2014	12:17:52	322.2484
03/04/2014	12:17:53	321.9289
03/04/2014	12:17:54	321.8651
03/04/2014	12:17:55	321.4818
03/04/2014	12:17:56	321.0345
03/04/2014	12:17:57	321.0345
03/04/2014	12:17:58	NaN
03/04/2014	12:17:59	320.5354
03/04/2014	12:18:00	319.9605
03/04/2014	12:18:01	319.9605
03/04/2014	12:18:02	319.6411
03/04/2014	12:18:03	319.4377
