Keller LEX1 pressure data
Date	Time	Pressure (mBar)
03/04/2014	13:15:33	1014.5701
03/04/2014	13:15:34	1014.7196
03/04/2014	13:15:35	1014.9759
03/04/2014	13:15:36	1015.0613
03/04/2014	13:15:37	1015.2961
03/04/2014	13:15:38	1015.4213
03/04/2014	13:15:39	1015.6133
03/04/2014	13:15:40	1015.6774
03/04/2014	13:15:41	1015.2931
03/04/2014	13:15:42	1015.4426
03/04/2014	13:15:43	1015.3531
03/04/2014	13:15:44	1015.2464
03/04/2014	13:15:45	1015.2357
03/04/2014	13:15:46	1015.3317
03/04/2014	13:15:47	1015.0970
03/04/2014	13:15:48	1015.1013
03/04/2014	13:15:49	1015.0893
03/04/2014	13:15:50	1014.8226
03/04/2014	13:15:51	1014.8927
03/04/2014	13:15:52	1014.7319
03/04/2014	13:15:53	1014.7422
03/04/2014	13:15:54	1014.5246
03/04/2014	13:15:55	1014.3965
03/04/2014	13:15:56	1014.5032
03/04/2014	13:15:57	1014.3324
03/04/2014	13:15:58	1014.3006
03/04/2014	13:15:59	1014.0667
03/04/2014	13:16:00	1014.3173
03/04/2014	13:16:01	1014.3994
03/04/2014	13:16:02	1013.9724
03/04/2014	13:16:03	1014.0425
03/04/2014	13:16:04	1013.8711
03/04/2014	13:16:05	1013.9916
03/04/2014	13:16:06	1013.8537
03/04/2014	13:16:07	1013.6480
03/04/2014	13:16:08	1013.7719
03/04/2014	13:16:09	1013.6505
03/04/2014	13:16:10	1013.5554
03/04/2014	13:16:11	1013.4346
03/04/2014	13:16:12	1013.3556
03/04/2014	13:16:13	1013.3278
03/04/2014	13:16:14	1013.2211
03/04/2014	13:16:15	1013.0290
03/04/2014	13:16:16	1013.2531
03/04/2014	13:16:17	1013.0290
03/04/2014	13:16:18	1012.9756
03/04/2014	13:16:19	1013.0289
03/04/2014	13:16:20	1012.8901
03/04/2014	13:16:21	1012.8623
03/04/2014	13:16:22	1012.9570
03/04/2014	13:16:23	1012.5420
03/04/2014	13:16:24	1012.8301
03/04/2014	13:16:25	1012.7548
03/04/2014	13:16:26	1012.6673
03/04/2014	13:16:27	1012.6082
03/04/2014	13:16:28	1012.6479
03/04/2014	13:16:29	1012.1323
03/04/2014	13:16:30	1012.3436
03/04/2014	13:16:31	1012.3381
03/04/2014	13:16:32	1012.1323
03/04/2014	13:16:33	1012.2818
03/04/2014	13:16:34	1012.1429
03/04/2014	13:16:35	1012.1597
03/04/2014	13:16:36	1012.1138
03/04/2014	13:16:37	1012.0181
03/04/2014	13:16:38	1012.0028
03/04/2014	13:16:39	1011.9821
03/04/2014	13:16:40	1011.9586
03/04/2014	13:16:41	1011.8127
03/04/2014	13:16:42	1011.7756
03/04/2014	13:16:43	1011.9822
03/04/2014	13:16:44	1011.6837
03/04/2014	13:16:45	1011.4975
03/04/2014	13:16:46	1011.2357
03/04/2014	13:16:47	1011.5045
03/04/2014	13:16:48	1011.4918
03/04/2014	13:16:49	1011.4732
03/04/2014	13:16:50	1011.4870
03/04/2014	13:16:51	1011.4728
03/04/2014	13:16:52	1011.3194
03/04/2014	13:16:53	1011.1885
03/04/2014	13:16:54	1011.0715
03/04/2014	13:16:55	1011.0481
03/04/2014	13:16:56	1010.9684
03/04/2014	13:16:57	1010.9500
03/04/2014	13:16:58	1011.1011
03/04/2014	13:17:00	1011.0283
03/04/2014	13:17:01	NaN
03/04/2014	13:17:02	1010.5952
03/04/2014	13:17:03	1010.5952
03/04/2014	13:17:04	1010.7681
03/04/2014	13:17:05	1010.8091
03/04/2014	13:17:06	1010.7125
03/04/2014	13:17:07	1010.9794
03/04/2014	13:17:08	1010.4244
03/04/2014	13:17:09	1010.5567
03/04/2014	13:17:10	1010.5151
03/04/2014	13:17:11	1010.3762
03/04/2014	13:17:12	1010.3558
03/04/2014	13:17:13	1010.2888
03/04/2014	13:17:14	1010.0400
03/04/2014	13:17:15	1010.0786
03/04/2014	13:17:16	1010.4670
03/04/2014	13:17:17	1009.8265
03/04/2014	13:17:18	1009.9333
03/04/2014	13:17:19	1010.1725
03/04/2014	13:17:20	1010.0400
03/04/2014	13:17:21	1009.6345
03/04/2014	13:17:22	1009.7626
03/04/2014	13:17:23	1009.8052
03/04/2014	13:17:24	1009.7960
03/04/2014	13:17:25	1009.6985
03/04/2014	13:17:26	1009.9547
03/04/2014	13:17:27	1010.2750
03/04/2014	13:17:28	1010.5952
03/04/2014	13:17:29	1010.8513
03/04/2014	13:17:30	1010.9154
03/04/2014	13:17:31	1011.1716
03/04/2014	13:17:32	1011.2997
03/04/2014	13:17:33	1011.4918
03/04/2014	13:17:34	1011.6199
03/04/2014	13:17:35	1012.0042
03/04/2014	13:17:36	1012.1963
03/04/2014	13:17:37	1012.3245
03/04/2014	13:17:38	1012.1963
03/04/2014	13:17:39	1012.5378
03/04/2014	13:17:40	1012.7941
03/04/2014	13:17:41	1012.9648
03/04/2014	13:17:42	1013.0930
03/04/2014	13:17:43	1013.3492
03/04/2014	13:17:44	1013.4132
03/04/2014	13:17:45	1013.9255
03/04/2014	13:17:46	1013.8829
03/04/2014	13:17:47	1014.2458
03/04/2014	13:17:48	1014.1818
03/04/2014	13:17:49	1014.3846
03/04/2014	13:17:50	1015.0784
03/04/2014	13:17:51	1014.8651
03/04/2014	13:17:52	1015.3346
03/04/2014	13:17:53	1015.3958
03/04/2014	13:17:54	NaN
03/04/2014	13:17:55	1015.7802
03/04/2014	13:17:56	1015.7802
03/04/2014	13:17:57	1015.9722
03/04/2014	13:17:58	1016.0150
03/04/2014	13:17:59	1016.2925
03/04/2014	13:18:00	1016.8049
03/04/2014	13:18:01	1016.5274
03/04/2014	13:18:02	1016.9330
03/04/2014	13:18:03	1017.0865
03/04/2014	13:18:04	1017.2787
03/04/2014	13:18:05	1017.7270
03/04/2014	13:18:06	1017.6630
03/04/2014	13:18:07	1017.6843
03/04/2014	13:18:08	1018.0858
03/04/2014	13:18:09	1018.2139
03/04/2014	13:18:10	1018.3420
03/04/2014	13:18:11	1018.6624
03/04/2014	13:18:12	1018.7263
03/04/2014	13:18:13	1018.8545
03/04/2014	13:18:14	1019.0466
03/04/2014	13:18:15	1019.1105
03/04/2014	13:18:16	1019.4950
03/04/2014	13:18:17	1019.4950
03/04/2014	13:18:18	1020.0714
03/04/2014	13:18:19	1019.7446
03/04/2014	13:18:20	1020.0714
03/04/2014	13:18:21	1019.6871
03/04/2014	13:18:22	1020.1994
03/04/2014	13:18:23	1020.4171
03/04/2014	13:18:24	1020.5451
03/04/2014	13:18:25	1020.8013
03/04/2014	13:18:26	1020.8013
03/04/2014	13:18:27	1021.0576
03/04/2014	13:18:28	1021.4164
03/04/2014	13:18:30	1021.6086
03/04/2014	13:18:31	1021.9288
03/04/2014	13:18:32	1021.9928
03/04/2014	13:18:33	1022.0825
03/04/2014	13:18:34	1022.3386
03/04/2014	13:18:35	1022.6588
03/04/2014	13:18:36	1022.7228
03/04/2014	13:18:37	1023.2354
03/04/2014	13:18:38	1022.7977
03/04/2014	13:18:39	1023.0817
03/04/2014	13:18:40	1023.5940
03/04/2014	13:18:41	1023.2098
03/04/2014	13:18:42	1023.6581
03/04/2014	13:18:43	1023.8759
03/04/2014	13:18:44	1024.0039
03/04/2014	13:18:45	1024.1960
03/04/2014	13:18:46	1024.3241
03/04/2014	13:18:47	1024.3241
03/04/2014	13:18:48	1024.8628
03/04/2014	13:18:49	1024.7987
03/04/2014	13:18:50	1024.8628
03/04/2014	13:18:51	1024.9268
03/04/2014	13:18:52	1024.8243
03/04/2014	13:18:53	1024.7513
03/04/2014	13:18:54	1024.8687
03/04/2014	13:18:55	1024.3882
03/04/2014	13:18:56	1024.2600
03/04/2014	13:18:57	1024.3561
03/04/2014	13:18:58	1024.5803
03/04/2014	13:18:59	1023.8759
03/04/2014	13:19:00	1023.9398
03/04/2014	13:19:01	1023.9398
03/04/2014	13:19:02	1023.5555
03/04/2014	13:19:03	1023.6581
03/04/2014	13:19:04	1023.5940
03/04/2014	13:19:05	1023.6581
03/04/2014	13:19:06	1023.4020
03/04/2014	13:19:07	1023.5513
03/04/2014	13:19:08	1023.1334
03/04/2014	13:19:09	1023.2614
03/04/2014	13:19:10	1023.0052
03/04/2014	13:19:11	1023.0693
03/04/2014	13:19:12	1023.0694
03/04/2014	13:19:13	1023.1433
03/04/2014	13:19:14	1022.9882
03/04/2014	13:19:15	1022.5947
03/04/2014	13:19:16	1022.9471
03/04/2014	13:19:17	1022.8992
03/04/2014	13:19:18	1022.7133
03/04/2014	13:19:19	1022.7064
03/04/2014	13:19:20	1022.4288
03/04/2014	13:19:21	1022.4288
03/04/2014	13:19:22	1022.4288
03/04/2014	13:19:23	1022.4393
03/04/2014	13:19:24	1022.4622
03/04/2014	13:19:25	1022.3019
03/04/2014	13:19:26	1022.4048
03/04/2014	13:19:27	NaN
03/04/2014	13:19:28	1022.0491
03/04/2014	13:19:29	1022.0578
03/04/2014	13:19:30	1022.0331
03/04/2014	13:19:31	1021.9504
03/04/2014	13:19:32	1021.9239
03/04/2014	13:19:33	1021.9036
03/04/2014	13:19:34	1021.6602
03/04/2014	13:19:35	1021.5320
03/04/2014	13:19:36	1021.2758
03/04/2014	13:19:37	1021.4041
03/04/2014	13:19:38	1021.2758
03/04/2014	13:19:39	1021.2117
03/04/2014	13:19:40	1021.2758
03/04/2014	13:19:41	1021.0837
03/04/2014	13:19:42	1021.2630
03/04/2014	13:19:43	1021.1913
03/04/2014	13:19:44	1021.1691
03/04/2014	13:19:45	1021.1477
03/04/2014	13:19:46	1021.1370
03/04/2014	13:19:47	1020.8915
03/04/2014	13:19:48	1021.1093
03/04/2014	13:19:49	1021.0350
03/04/2014	13:19:50	1020.8275
03/04/2014	13:19:51	1020.6782
03/04/2014	13:19:52	1020.9301
03/04/2014	13:19:53	1020.8917
03/04/2014	13:19:54	1020.9343
03/04/2014	13:19:55	1021.0381
03/04/2014	13:19:56	1020.8683
03/04/2014	13:19:57	1020.5499
03/04/2014	13:19:58	1020.6017
03/04/2014	13:20:00	1020.8641
03/04/2014	13:20:01	NaN
03/04/2014	13:20:02	1020.8195
03/04/2014	13:20:03	1020.7026
03/04/2014	13:20:04	1020.7253
03/04/2014	13:20:05	1020.3411
03/04/2014	13:20:06	1020.4691
03/04/2014	13:20:07	1020.8535
03/04/2014	13:20:08	1020.7125
03/04/2014	13:20:09	1020.4158
03/04/2014	13:20:10	1020.4784
03/04/2014	13:20:11	1020.4419
03/04/2014	13:20:12	1020.5576
03/04/2014	13:20:13	1020.5326
03/04/2014	13:20:14	1020.4824
03/04/2014	13:20:15	1020.4794
03/04/2014	13:20:16	1020.4362
03/04/2014	13:20:17	1020.4538
03/04/2014	13:20:18	1020.4708
03/04/2014	13:20:19	1020.4763
03/04/2014	13:20:20	1020.4155
03/04/2014	13:20:21	1020.3936
03/04/2014	13:20:22	1020.3652
03/04/2014	13:20:23	1020.3145
03/04/2014	13:20:24	1020.2548
03/04/2014	13:20:25	1020.2085
03/04/2014	13:20:26	1020.2045
03/04/2014	13:20:27	1020.2670
03/04/2014	13:20:28	1020.2204
03/04/2014	13:20:29	1020.3411
03/04/2014	13:20:30	1020.1232
03/04/2014	13:20:31	1020.1352
03/04/2014	13:20:32	1020.0713
03/04/2014	13:20:33	1020.0729
03/04/2014	13:20:34	1020.0032
03/04/2014	13:20:35	1020.0502
03/04/2014	13:20:36	1020.1231
03/04/2014	13:20:37	1019.9498
03/04/2014	13:20:38	1019.9116
03/04/2014	13:20:39	1019.9277
03/04/2014	13:20:40	1019.9675
03/04/2014	13:20:41	1019.9443
03/04/2014	13:20:42	1019.9440
03/04/2014	13:20:43	1019.9313
03/04/2014	13:20:44	1019.8309
03/04/2014	13:20:45	1019.7900
03/04/2014	13:20:46	1019.8110
03/04/2014	13:20:47	1019.9391
03/04/2014	13:20:48	1019.5334
03/04/2014	13:20:49	1019.7191
03/04/2014	13:20:50	1019.4481
03/04/2014	13:20:51	1019.6060
03/04/2014	13:20:52	1019.6794
03/04/2014	13:20:53	1019.6951
03/04/2014	13:20:54	1019.6283
03/04/2014	13:20:55	1019.6165
03/04/2014	13:20:56	1019.4957
03/04/2014	13:20:57	1019.4135
03/04/2014	13:20:58	1019.4651
03/04/2014	13:20:59	1019.4781
03/04/2014	13:21:00	1019.5253
03/04/2014	13:21:01	1019.5310
03/04/2014	13:21:02	1019.4835
03/04/2014	13:21:03	1019.4733
03/04/2014	13:21:04	1019.4727
03/04/2014	13:21:05	1019.2997
03/04/2014	13:21:06	1019.3243
03/04/2014	13:21:07	1019.1539
03/04/2014	13:21:08	1019.3018
03/04/2014	13:21:09	1019.4631
03/04/2014	13:21:10	1019.2822
03/04/2014	13:21:11	1019.3665
03/04/2014	13:21:12	1019.2068
03/04/2014	13:21:13	1019.4315
03/04/2014	13:21:14	1019.3546
03/04/2014	13:21:15	1019.0881
03/04/2014	13:21:16	1019.0225
03/04/2014	13:21:17	1019.2821
03/04/2014	13:21:18	1019.1873
03/04/2014	13:21:19	1019.1740
03/04/2014	13:21:20	1019.1353
03/04/2014	13:21:21	1019.0971
03/04/2014	13:21:22	1019.2969
03/04/2014	13:21:23	1019.2858
03/04/2014	13:21:24	1019.2496
03/04/2014	13:21:25	1019.0638
03/04/2014	13:21:26	1018.9229
03/04/2014	13:21:27	1018.9250
03/04/2014	13:21:28	1018.9774
03/04/2014	13:21:30	1018.9218
03/04/2014	13:21:31	1018.9618
03/04/2014	13:21:32	NaN
03/04/2014	13:21:33	1018.8397
03/04/2014	13:21:34	1019.0319
03/04/2014	13:21:35	1018.6902
03/04/2014	13:21:36	1018.9679
03/04/2014	13:21:37	1019.0106
03/04/2014	13:21:38	1018.7696
03/04/2014	13:21:39	1018.5347
03/04/2014	13:21:40	1018.6949
03/04/2014	13:21:41	1018.7727
03/04/2014	13:21:42	1018.8207
03/04/2014	13:21:43	1018.7875
03/04/2014	13:21:44	NaN
03/04/2014	13:21:45	1018.4980
03/04/2014	13:21:46	1018.5621
03/04/2014	13:21:47	1018.8824
03/04/2014	13:21:48	1018.3699
03/04/2014	13:21:49	1018.7543
03/04/2014	13:21:50	1018.6368
03/04/2014	13:21:51	1018.7564
03/04/2014	13:21:52	1018.6261
03/04/2014	13:21:53	1018.6732
03/04/2014	13:21:54	1018.5515
03/04/2014	13:21:55	1018.1777
03/04/2014	13:21:56	1018.9464
03/04/2014	13:21:57	1018.8824
03/04/2014	13:21:58	1018.7578
03/04/2014	13:21:59	1018.6937
03/04/2014	13:22:00	1018.6175
03/04/2014	13:22:01	1018.6110
03/04/2014	13:22:02	1018.5712
03/04/2014	13:22:03	1018.5632
03/04/2014	13:22:04	1018.5108
03/04/2014	13:22:05	1018.5294
03/04/2014	13:22:06	1018.4748
03/04/2014	13:22:07	1018.4919
03/04/2014	13:22:08	1018.4569
03/04/2014	13:22:09	1018.4127
03/04/2014	13:22:10	1018.4059
03/04/2014	13:22:11	1018.4517
03/04/2014	13:22:12	1018.3829
03/04/2014	13:22:13	1018.4886
03/04/2014	13:22:14	1018.3890
03/04/2014	13:22:15	1018.2026
03/04/2014	13:22:16	1018.2667
03/04/2014	13:22:17	1018.2606
03/04/2014	13:22:18	1018.5485
03/04/2014	13:22:19	1018.2070
03/04/2014	13:22:20	1017.9720
03/04/2014	13:22:21	1018.2496
03/04/2014	13:22:22	1018.2838
03/04/2014	13:22:23	1018.2657
03/04/2014	13:22:24	1018.1342
03/04/2014	13:22:25	1018.2868
03/04/2014	13:22:26	1018.0361
03/04/2014	13:22:27	1018.6126
03/04/2014	13:22:28	1018.3777
03/04/2014	13:22:29	1018.2325
03/04/2014	13:22:30	1018.2210
03/04/2014	13:22:31	1018.3068
03/04/2014	13:22:32	1018.2205
03/04/2014	13:22:33	1018.3564
03/04/2014	13:22:34	1018.1215
03/04/2014	13:22:35	1018.0767
03/04/2014	13:22:36	1018.2300
03/04/2014	13:22:37	1018.0732
03/04/2014	13:22:38	1018.1901
03/04/2014	13:22:39	1018.2532
03/04/2014	13:22:40	1018.2104
03/04/2014	13:22:41	1018.1296
03/04/2014	13:22:42	1018.0898
03/04/2014	13:22:43	1018.1599
03/04/2014	13:22:44	NaN
03/04/2014	13:22:45	1017.6517
03/04/2014	13:22:46	1018.1642
03/04/2014	13:22:47	1017.9656
03/04/2014	13:22:48	1018.1291
03/04/2014	13:22:49	1017.9082
03/04/2014	13:22:50	1017.9724
03/04/2014	13:22:51	1018.0181
03/04/2014	13:22:52	1018.2534
03/04/2014	13:22:53	1017.7410
03/04/2014	13:22:54	1017.9139
03/04/2014	13:22:55	1018.1893
03/04/2014	13:22:56	1017.8477
03/04/2014	13:22:57	1017.8477
03/04/2014	13:22:58	1018.0524
03/04/2014	13:23:00	1017.7885
03/04/2014	13:23:01	1018.2154
03/04/2014	13:23:02	1018.2154
03/04/2014	13:23:03	1017.9473
03/04/2014	13:23:04	1017.9730
03/04/2014	13:23:05	1017.8539
03/04/2014	13:23:06	1017.8797
03/04/2014	13:23:07	1017.7452
03/04/2014	13:23:08	1017.8801
03/04/2014	13:23:09	1017.8439
03/04/2014	13:23:10	1018.0186
03/04/2014	13:23:11	NaN
03/04/2014	13:23:12	1017.7986
03/04/2014	13:23:13	1017.7196
03/04/2014	13:23:14	1018.0186
03/04/2014	13:23:15	1017.7623
03/04/2014	13:23:16	1018.1253
03/04/2014	13:23:17	1017.6768
03/04/2014	13:23:18	1017.6128
03/04/2014	13:23:19	NaN
03/04/2014	13:23:20	1017.8050
03/04/2014	13:23:21	1017.9118
03/04/2014	13:23:22	1017.6962
03/04/2014	13:23:23	1017.7841
03/04/2014	13:23:24	1017.9050
03/04/2014	13:23:25	1017.6710
03/04/2014	13:23:26	1017.7009
03/04/2014	13:23:27	1017.7349
03/04/2014	13:23:28	1017.7457
03/04/2014	13:23:29	1017.7640
03/04/2014	13:23:30	1017.5616
03/04/2014	13:23:31	1017.5961
03/04/2014	13:23:32	1017.3186
03/04/2014	13:23:33	1017.6133
03/04/2014	13:23:34	1017.5082
03/04/2014	13:23:35	1017.5321
03/04/2014	13:23:36	1017.8312
03/04/2014	13:23:37	1017.3826
03/04/2014	13:23:38	1017.6004
03/04/2014	13:23:39	1017.5903
03/04/2014	13:23:40	1017.4744
03/04/2014	13:23:41	1017.4252
03/04/2014	13:23:42	1017.6390
03/04/2014	13:23:43	1017.4207
03/04/2014	13:23:44	1017.5189
03/04/2014	13:23:45	1017.7226
03/04/2014	13:23:46	1017.6522
03/04/2014	13:23:47	1017.6778
03/04/2014	13:23:48	1017.7029
03/04/2014	13:23:49	NaN
03/04/2014	13:23:50	1017.6335
03/04/2014	13:23:51	1017.6177
03/04/2014	13:23:52	1017.4424
03/04/2014	13:23:53	1017.4773
03/04/2014	13:23:54	1017.6384
03/04/2014	13:23:55	1017.2285
03/04/2014	13:23:56	1017.4207
03/04/2014	13:23:57	1017.5275
03/04/2014	13:23:58	1017.4791
03/04/2014	13:23:59	1017.3949
03/04/2014	13:24:00	1017.8312
03/04/2014	13:24:01	1017.1906
03/04/2014	13:24:02	1017.7671
03/04/2014	13:24:03	1017.6389
03/04/2014	13:24:04	1017.7031
03/04/2014	13:24:05	1017.3186
03/04/2014	13:24:06	1017.1266
03/04/2014	13:24:07	1017.2546
03/04/2014	13:24:08	1017.0363
03/04/2014	13:24:09	1017.1645
03/04/2014	13:24:10	1017.3309
03/04/2014	13:24:11	1017.3451
03/04/2014	13:24:12	1017.4663
03/04/2014	13:24:13	1017.4138
03/04/2014	13:24:14	1017.4025
03/04/2014	13:24:15	1017.3837
03/04/2014	13:24:16	1017.7410
03/04/2014	13:24:17	1017.3630
03/04/2014	13:24:18	1017.5024
03/04/2014	13:24:19	1017.3245
03/04/2014	13:24:20	1017.4847
03/04/2014	13:24:21	1017.0363
03/04/2014	13:24:22	1017.4420
03/04/2014	13:24:23	1017.2072
03/04/2014	13:24:24	1017.4741
03/04/2014	13:24:25	1017.3651
03/04/2014	13:24:26	1017.4984
03/04/2014	13:24:27	1017.1750
03/04/2014	13:24:28	1016.9343
03/04/2014	13:24:30	1017.5322
03/04/2014	13:24:31	1017.1266
03/04/2014	13:24:32	1017.1266
03/04/2014	13:24:33	1017.5061
03/04/2014	13:24:34	1017.2072
03/04/2014	13:24:35	1017.3566
03/04/2014	13:24:36	1017.3337
03/04/2014	13:24:37	1017.3140
03/04/2014	13:24:38	1017.4613
03/04/2014	13:24:39	1016.9081
03/04/2014	13:24:40	1017.2072
03/04/2014	13:24:41	1017.2498
03/04/2014	13:24:42	1017.2640
03/04/2014	13:24:43	1017.2263
03/04/2014	13:24:44	1017.3545
03/04/2014	13:24:45	1017.2789
03/04/2014	13:24:46	1017.2871
03/04/2014	13:24:47	1017.2524
03/04/2014	13:24:48	1017.2385
03/04/2014	13:24:49	1017.3307
03/04/2014	13:24:50	1017.1224
03/04/2014	13:24:51	1017.0577
03/04/2014	13:24:52	1017.6128
03/04/2014	13:24:53	1017.2391
03/04/2014	13:24:54	1017.1431
03/04/2014	13:24:55	1017.2242
03/04/2014	13:24:56	1017.2713
03/04/2014	13:24:57	1017.2712
03/04/2014	13:24:58	1017.1431
03/04/2014	13:24:59	1016.5880
03/04/2014	13:25:00	1017.2072
03/04/2014	13:25:01	1017.2072
03/04/2014	13:25:02	1017.0516
03/04/2014	13:25:03	1017.2542
03/04/2014	13:25:04	1017.2350
03/04/2014	13:25:05	1017.1499
03/04/2014	13:25:06	1016.9471
03/04/2014	13:25:07	1016.8831
03/04/2014	13:25:08	NaN
03/04/2014	13:25:09	1017.1943
03/04/2014	13:25:10	1017.2323
03/04/2014	13:25:11	1017.3075
03/04/2014	13:25:12	1017.2843
03/04/2014	13:25:13	1017.4597
03/04/2014	13:25:14	1017.0325
03/04/2014	13:25:15	1016.9898
03/04/2014	13:25:16	1017.0966
03/04/2014	13:25:17	1017.0368
03/04/2014	13:25:18	1016.6909
03/04/2014	13:25:19	1016.9599
03/04/2014	13:25:20	1017.0295
03/04/2014	13:25:21	1016.8867
03/04/2014	13:25:22	1017.1180
03/04/2014	13:25:23	1016.9686
03/04/2014	13:25:24	1016.9934
03/04/2014	13:25:25	1017.0303
03/04/2014	13:25:26	1017.0110
03/04/2014	13:25:27	1017.0330
03/04/2014	13:25:28	1017.0324
03/04/2014	13:25:29	1017.0106
03/04/2014	13:25:30	1017.0487
03/04/2014	13:25:31	1017.0089
03/04/2014	13:25:32	1017.0295
03/04/2014	13:25:33	1016.9962
03/04/2014	13:25:34	1016.9869
03/04/2014	13:25:35	1016.9523
03/04/2014	13:25:36	1016.9868
03/04/2014	13:25:37	1016.9890
03/04/2014	13:25:38	1016.9286
03/04/2014	13:25:39	1016.9763
03/04/2014	13:25:40	1016.8721
03/04/2014	13:25:41	1017.0841
03/04/2014	13:25:42	1016.9257
03/04/2014	13:25:43	1017.0282
03/04/2014	13:25:44	1016.7934
03/04/2014	13:25:45	1017.0303
03/04/2014	13:25:46	1017.1354
03/04/2014	13:25:47	1017.0133
03/04/2014	13:25:48	1016.9370
03/04/2014	13:25:49	1017.0706
03/04/2014	13:25:50	1016.9976
03/04/2014	13:25:51	1017.1780
03/04/2014	13:25:52	1016.9429
03/04/2014	13:25:53	1016.9755
03/04/2014	13:25:54	1016.9500
03/04/2014	13:25:55	1017.1825
03/04/2014	13:25:56	1016.9356
03/04/2014	13:25:57	1016.9500
03/04/2014	13:25:58	1017.1529
03/04/2014	13:26:00	1016.9181
03/04/2014	13:26:01	1016.6404
03/04/2014	13:26:02	1016.7046
03/04/2014	13:26:03	1016.8539
03/04/2014	13:26:04	1016.7686
03/04/2014	13:26:05	1017.2169
03/04/2014	13:26:06	1016.5124
03/04/2014	13:26:07	1017.2169
03/04/2014	13:26:08	1016.7413
03/04/2014	13:26:09	1016.7626
03/04/2014	13:26:10	1016.7341
03/04/2014	13:26:11	1016.4851
03/04/2014	13:26:12	1016.8693
03/04/2014	13:26:13	1016.8600
03/04/2014	13:26:14	1016.8680
03/04/2014	13:26:15	1016.7794
03/04/2014	13:26:16	1016.7946
03/04/2014	13:26:17	1016.8708
03/04/2014	13:26:18	1016.8312
03/04/2014	13:26:19	1016.8201
03/04/2014	13:26:20	1016.8159
03/04/2014	13:26:21	1016.7514
03/04/2014	13:26:22	1016.7942
03/04/2014	13:26:23	1017.3817
03/04/2014	13:26:24	1016.6558
03/04/2014	13:26:25	1016.8799
03/04/2014	13:26:26	1016.9868
03/04/2014	13:26:27	1016.7370
03/04/2014	13:26:28	1016.7020
03/04/2014	13:26:29	1016.7665
03/04/2014	13:26:30	1016.8308
03/04/2014	13:26:31	1016.4851
03/04/2014	13:26:32	1016.7859
03/04/2014	13:26:33	1017.0615
03/04/2014	13:26:34	1016.8480
03/04/2014	13:26:35	1016.6664
03/04/2014	13:26:36	1016.5491
03/04/2014	13:26:37	1016.6642
03/04/2014	13:26:38	1016.5986
03/04/2014	13:26:39	1016.7295
03/04/2014	13:26:40	1016.7151
03/04/2014	13:26:41	1016.7236
03/04/2014	13:26:42	1016.7543
03/04/2014	13:26:43	1016.7564
03/04/2014	13:26:44	1016.8556
03/04/2014	13:26:45	1016.3308
03/04/2014	13:26:46	1016.6937
03/04/2014	13:26:47	1016.6297
03/04/2014	13:26:48	1016.8177
03/04/2014	13:26:49	1016.7400
03/04/2014	13:26:50	1016.5383
03/04/2014	13:26:51	1016.7471
03/04/2014	13:26:52	1016.6907
03/04/2014	13:26:53	1016.8834
03/04/2014	13:26:54	1016.6153
03/04/2014	13:26:55	1016.5095
03/04/2014	13:26:56	1016.9463
03/04/2014	13:26:57	1016.3058
03/04/2014	13:26:58	1016.6687
03/04/2014	13:26:59	1016.7328
03/04/2014	13:27:00	1016.6306
03/04/2014	13:27:01	1016.6653
03/04/2014	13:27:02	1016.6050
03/04/2014	13:27:03	1016.5286
03/04/2014	13:27:04	1016.5906
03/04/2014	13:27:05	1016.6605
03/04/2014	13:27:06	1016.6151
03/04/2014	13:27:07	1016.5743
03/04/2014	13:27:08	1016.6509
03/04/2014	13:27:09	1016.4720
03/04/2014	13:27:10	1016.7922
03/04/2014	13:27:11	1016.4614
03/04/2014	13:27:12	1016.7281
03/04/2014	13:27:13	1016.2799
03/04/2014	13:27:14	1016.8564
03/04/2014	13:27:15	1016.5573
03/04/2014	13:27:16	1016.5745
03/04/2014	13:27:17	1016.5109
03/04/2014	13:27:18	1016.4819
03/04/2014	13:27:19	1016.5546
03/04/2014	13:27:20	1016.4766
03/04/2014	13:27:21	1016.6383
03/04/2014	13:27:22	1016.5955
03/04/2014	13:27:23	1016.5480
03/04/2014	13:27:24	1016.5044
03/04/2014	13:27:25	1016.5703
03/04/2014	13:27:26	1016.6036
03/04/2014	13:27:27	1016.6013
03/04/2014	13:27:28	1016.4566
03/04/2014	13:27:30	1016.5314
03/04/2014	13:27:31	1016.6153
03/04/2014	13:27:32	1016.7123
03/04/2014	13:27:33	1017.0865
03/04/2014	13:27:34	1016.4460
03/04/2014	13:27:35	1016.3820
03/04/2014	13:27:36	1016.5355
03/04/2014	13:27:37	1016.3429
03/04/2014	13:27:38	1016.4886
03/04/2014	13:27:39	1016.4247
03/04/2014	13:27:40	1016.4247
03/04/2014	13:27:41	1016.5848
03/04/2014	13:27:42	1016.5192
03/04/2014	13:27:43	1016.6149
03/04/2014	13:27:44	1016.6414
03/04/2014	13:27:45	1016.1898
03/04/2014	13:27:46	1016.3607
03/04/2014	13:27:47	1016.8303
03/04/2014	13:27:48	1016.3393
03/04/2014	13:27:49	1016.5143
03/04/2014	13:27:50	1016.6595
03/04/2014	13:27:51	1016.6412
03/04/2014	13:27:52	1016.5164
03/04/2014	13:27:53	1016.2538
03/04/2014	13:27:54	1016.8943
03/04/2014	13:27:55	1016.3180
03/04/2014	13:27:56	1016.8090
